year,state,month,date,number
2001,Santa Catarina,Setembro,01/01/2001,18
2002,Santa Catarina,Setembro,01/01/2002,416
2003,Santa Catarina,Setembro,01/01/2003,1.339
2004,Santa Catarina,Setembro,01/01/2004,755
2005,Santa Catarina,Setembro,01/01/2005,116
2006,Santa Catarina,Setembro,01/01/2006,530
2007,Santa Catarina,Setembro,01/01/2007,617
2008,Santa Catarina,Setembro,01/01/2008,233
2009,Santa Catarina,Setembro,01/01/2009,47
2010,Santa Catarina,Setembro,01/01/2010,198
2011,Santa Catarina,Setembro,01/01/2011,450
2012,Santa Catarina,Setembro,01/01/2012,188
2013,Santa Catarina,Setembro,01/01/2013,303
2014,Santa Catarina,Setembro,01/01/2014,208
2015,Santa Catarina,Setembro,01/01/2015,156
2016,Santa Catarina,Setembro,01/01/2016,644
2017,Santa Catarina,Setembro,01/01/2017,626
1998,Santa Catarina,Outubro,01/01/1998,4
1999,Santa Catarina,Outubro,01/01/1999,16
2000,Santa Catarina,Outubro,01/01/2000,55
2001,Santa Catarina,Outubro,01/01/2001,26
2002,Santa Catarina,Outubro,01/01/2002,42
2003,Santa Catarina,Outubro,01/01/2003,669
2004,Santa Catarina,Outubro,01/01/2004,704
2005,Santa Catarina,Outubro,01/01/2005,197
2006,Santa Catarina,Outubro,01/01/2006,269
2007,Santa Catarina,Outubro,01/01/2007,35
2008,Santa Catarina,Outubro,01/01/2008,56
2009,Santa Catarina,Outubro,01/01/2009,252
2010,Santa Catarina,Outubro,01/01/2010,76
2011,Santa Catarina,Outubro,01/01/2011,102
2012,Santa Catarina,Outubro,01/01/2012,34
2013,Santa Catarina,Outubro,01/01/2013,107
2014,Santa Catarina,Outubro,01/01/2014,122
2015,Santa Catarina,Outubro,01/01/2015,21
2016,Santa Catarina,Outubro,01/01/2016,56
2017,Santa Catarina,Outubro,01/01/2017,51
1998,Santa Catarina,Novembro,01/01/1998,21
1999,Santa Catarina,Novembro,01/01/1999,84
2000,Santa Catarina,Novembro,01/01/2000,19
2001,Santa Catarina,Novembro,01/01/2001,66
2002,Santa Catarina,Novembro,01/01/2002,348
2003,Santa Catarina,Novembro,01/01/2003,347
2004,Santa Catarina,Novembro,01/01/2004,279
2005,Santa Catarina,Novembro,01/01/2005,384
2006,Santa Catarina,Novembro,01/01/2006,45
2007,Santa Catarina,Novembro,01/01/2007,26
2008,Santa Catarina,Novembro,01/01/2008,16
2009,Santa Catarina,Novembro,01/01/2009,61
2010,Santa Catarina,Novembro,01/01/2010,88
2011,Santa Catarina,Novembro,01/01/2011,79
2012,Santa Catarina,Novembro,01/01/2012,72
2013,Santa Catarina,Novembro,01/01/2013,84
2014,Santa Catarina,Novembro,01/01/2014,43
2015,Santa Catarina,Novembro,01/01/2015,9
2016,Santa Catarina,Novembro,01/01/2016,156
2017,Santa Catarina,Novembro,01/01/2017,152
1998,Santa Catarina,Dezembro,01/01/1998,26
1999,Santa Catarina,Dezembro,01/01/1999,89
2000,Santa Catarina,Dezembro,01/01/2000,29
2001,Santa Catarina,Dezembro,01/01/2001,45
2002,Santa Catarina,Dezembro,01/01/2002,76
2003,Santa Catarina,Dezembro,01/01/2003,129
2004,Santa Catarina,Dezembro,01/01/2004,68
2005,Santa Catarina,Dezembro,01/01/2005,17
2006,Santa Catarina,Dezembro,01/01/2006,7
2007,Santa Catarina,Dezembro,01/01/2007,17
2008,Santa Catarina,Dezembro,01/01/2008,29
2009,Santa Catarina,Dezembro,01/01/2009,20
2010,Santa Catarina,Dezembro,01/01/2010,23
2011,Santa Catarina,Dezembro,01/01/2011,24
2012,Santa Catarina,Dezembro,01/01/2012,32
2013,Santa Catarina,Dezembro,01/01/2013,74
2014,Santa Catarina,Dezembro,01/01/2014,45
2015,Santa Catarina,Dezembro,01/01/2015,19
2016,Santa Catarina,Dezembro,01/01/2016,20
1998,Sao Paulo,Janeiro,01/01/1998,0
1999,Sao Paulo,Janeiro,01/01/1999,7
2000,Sao Paulo,Janeiro,01/01/2000,36
2001,Sao Paulo,Janeiro,01/01/2001,26
2002,Sao Paulo,Janeiro,01/01/2002,19
2003,Sao Paulo,Janeiro,01/01/2003,59
2004,Sao Paulo,Janeiro,01/01/2004,37
2005,Sao Paulo,Janeiro,01/01/2005,26
2006,Sao Paulo,Janeiro,01/01/2006,76
2007,Sao Paulo,Janeiro,01/01/2007,14
2008,Sao Paulo,Janeiro,01/01/2008,34
2009,Sao Paulo,Janeiro,01/01/2009,12
2010,Sao Paulo,Janeiro,01/01/2010,45
2011,Sao Paulo,Janeiro,01/01/2011,75
2012,Sao Paulo,Janeiro,01/01/2012,38
2013,Sao Paulo,Janeiro,01/01/2013,36
2014,Sao Paulo,Janeiro,01/01/2014,99
2015,Sao Paulo,Janeiro,01/01/2015,120
2016,Sao Paulo,Janeiro,01/01/2016,85
2017,Sao Paulo,Janeiro,01/01/2017,28
1998,Sao Paulo,Fevereiro,01/01/1998,0
1999,Sao Paulo,Fevereiro,01/01/1999,47
2000,Sao Paulo,Fevereiro,01/01/2000,25
2001,Sao Paulo,Fevereiro,01/01/2001,25
2002,Sao Paulo,Fevereiro,01/01/2002,19
2003,Sao Paulo,Fevereiro,01/01/2003,137
2004,Sao Paulo,Fevereiro,01/01/2004,41
2005,Sao Paulo,Fevereiro,01/01/2005,78
2006,Sao Paulo,Fevereiro,01/01/2006,59
2007,Sao Paulo,Fevereiro,01/01/2007,96
2008,Sao Paulo,Fevereiro,01/01/2008,30
2009,Sao Paulo,Fevereiro,01/01/2009,65
2010,Sao Paulo,Fevereiro,01/01/2010,152
2011,Sao Paulo,Fevereiro,01/01/2011,73
2012,Sao Paulo,Fevereiro,01/01/2012,81
2013,Sao Paulo,Fevereiro,01/01/2013,100
2014,Sao Paulo,Fevereiro,01/01/2014,112
2015,Sao Paulo,Fevereiro,01/01/2015,69
2016,Sao Paulo,Fevereiro,01/01/2016,188
2017,Sao Paulo,Fevereiro,01/01/2017,107
1998,Sao Paulo,Março,01/01/1998,0
1999,Sao Paulo,Março,01/01/1999,78
2000,Sao Paulo,Março,01/01/2000,26
2001,Sao Paulo,Março,01/01/2001,35
2002,Sao Paulo,Março,01/01/2002,111
2003,Sao Paulo,Março,01/01/2003,86
2004,Sao Paulo,Março,01/01/2004,73
2005,Sao Paulo,Março,01/01/2005,73
2006,Sao Paulo,Março,01/01/2006,106
2007,Sao Paulo,Março,01/01/2007,152
2008,Sao Paulo,Março,01/01/2008,72
2009,Sao Paulo,Março,01/01/2009,55
2010,Sao Paulo,Março,01/01/2010,111
2011,Sao Paulo,Março,01/01/2011,45
2012,Sao Paulo,Março,01/01/2012,99
2013,Sao Paulo,Março,01/01/2013,57
2014,Sao Paulo,Março,01/01/2014,75
2015,Sao Paulo,Março,01/01/2015,68
2016,Sao Paulo,Março,01/01/2016,82
2017,Sao Paulo,Março,01/01/2017,103
1998,Sao Paulo,Abril,01/01/1998,0
1999,Sao Paulo,Abril,01/01/1999,291
2000,Sao Paulo,Abril,01/01/2000,102
2001,Sao Paulo,Abril,01/01/2001,61
2002,Sao Paulo,Abril,01/01/2002,178
2003,Sao Paulo,Abril,01/01/2003,106
2004,Sao Paulo,Abril,01/01/2004,36
2005,Sao Paulo,Abril,01/01/2005,62
2006,Sao Paulo,Abril,01/01/2006,63
2007,Sao Paulo,Abril,01/01/2007,44
2008,Sao Paulo,Abril,01/01/2008,84
2009,Sao Paulo,Abril,01/01/2009,67
2010,Sao Paulo,Abril,01/01/2010,91
2011,Sao Paulo,Abril,01/01/2011,52
2012,Sao Paulo,Abril,01/01/2012,82
2013,Sao Paulo,Abril,01/01/2013,103
2014,Sao Paulo,Abril,01/01/2014,103
2015,Sao Paulo,Abril,01/01/2015,76
2016,Sao Paulo,Abril,01/01/2016,307
2017,Sao Paulo,Abril,01/01/2017,41
1998,Sao Paulo,Maio,01/01/1998,0
1999,Sao Paulo,Maio,01/01/1999,500
2000,Sao Paulo,Maio,01/01/2000,300
2001,Sao Paulo,Maio,01/01/2001,211
2002,Sao Paulo,Maio,01/01/2002,319
2003,Sao Paulo,Maio,01/01/2003,69
2004,Sao Paulo,Maio,01/01/2004,60
2005,Sao Paulo,Maio,01/01/2005,212
2006,Sao Paulo,Maio,01/01/2006,88
2007,Sao Paulo,Maio,01/01/2007,69
2008,Sao Paulo,Maio,01/01/2008,40
2009,Sao Paulo,Maio,01/01/2009,142
2010,Sao Paulo,Maio,01/01/2010,150
2011,Sao Paulo,Maio,01/01/2011,136
2012,Sao Paulo,Maio,01/01/2012,82
2013,Sao Paulo,Maio,01/01/2013,118
2014,Sao Paulo,Maio,01/01/2014,181
2015,Sao Paulo,Maio,01/01/2015,65
2016,Sao Paulo,Maio,01/01/2016,139
2017,Sao Paulo,Maio,01/01/2017,43
1998,Sao Paulo,Junho,01/01/1998,451
1999,Sao Paulo,Junho,01/01/1999,522
2000,Sao Paulo,Junho,01/01/2000,606
2001,Sao Paulo,Junho,01/01/2001,346
2002,Sao Paulo,Junho,01/01/2002,562
2003,Sao Paulo,Junho,01/01/2003,132
2004,Sao Paulo,Junho,01/01/2004,231
2005,Sao Paulo,Junho,01/01/2005,236
2006,Sao Paulo,Junho,01/01/2006,97
2007,Sao Paulo,Junho,01/01/2007,91
2008,Sao Paulo,Junho,01/01/2008,25
2009,Sao Paulo,Junho,01/01/2009,125
2010,Sao Paulo,Junho,01/01/2010,143
2011,Sao Paulo,Junho,01/01/2011,210
2012,Sao Paulo,Junho,01/01/2012,30
2013,Sao Paulo,Junho,01/01/2013,47
2014,Sao Paulo,Junho,01/01/2014,331
2015,Sao Paulo,Junho,01/01/2015,147
2016,Sao Paulo,Junho,01/01/2016,197
2017,Sao Paulo,Junho,01/01/2017,217
1998,Sao Paulo,Julho,01/01/1998,596
1999,Sao Paulo,Julho,01/01/1999,684
2000,Sao Paulo,Julho,01/01/2000,770
2001,Sao Paulo,Julho,01/01/2001,538
2002,Sao Paulo,Julho,01/01/2002,448
2003,Sao Paulo,Julho,01/01/2003,171
2004,Sao Paulo,Julho,01/01/2004,342
2005,Sao Paulo,Julho,01/01/2005,284
2006,Sao Paulo,Julho,01/01/2006,245
2007,Sao Paulo,Julho,01/01/2007,94
2008,Sao Paulo,Julho,01/01/2008,126
2009,Sao Paulo,Julho,01/01/2009,110
2010,Sao Paulo,Julho,01/01/2010,600
2011,Sao Paulo,Julho,01/01/2011,479
2012,Sao Paulo,Julho,01/01/2012,179
2013,Sao Paulo,Julho,01/01/2013,181
2014,Sao Paulo,Julho,01/01/2014,476
2015,Sao Paulo,Julho,01/01/2015,149
2016,Sao Paulo,Julho,01/01/2016,687
2017,Sao Paulo,Julho,01/01/2017,802
1998,Sao Paulo,Agosto,01/01/1998,581
1999,Sao Paulo,Agosto,01/01/1999,1.211
2000,Sao Paulo,Agosto,01/01/2000,915
2001,Sao Paulo,Agosto,01/01/2001,595
2002,Sao Paulo,Agosto,01/01/2002,719
2003,Sao Paulo,Agosto,01/01/2003,934
2004,Sao Paulo,Agosto,01/01/2004,794
2005,Sao Paulo,Agosto,01/01/2005,522
2006,Sao Paulo,Agosto,01/01/2006,572
2007,Sao Paulo,Agosto,01/01/2007,470
2008,Sao Paulo,Agosto,01/01/2008,153
2009,Sao Paulo,Agosto,01/01/2009,289
2010,Sao Paulo,Agosto,01/01/2010,1.809
2011,Sao Paulo,Agosto,01/01/2011,1.067
2012,Sao Paulo,Agosto,01/01/2012,435
2013,Sao Paulo,Agosto,01/01/2013,497
2014,Sao Paulo,Agosto,01/01/2014,1.458
2015,Sao Paulo,Agosto,01/01/2015,643
2016,Sao Paulo,Agosto,01/01/2016,797
2017,Sao Paulo,Agosto,01/01/2017,981
1998,Sao Paulo,Setembro,01/01/1998,525
1999,Sao Paulo,Setembro,01/01/1999,911
2000,Sao Paulo,Setembro,01/01/2000,582
2001,Sao Paulo,Setembro,01/01/2001,425
2002,Sao Paulo,Setembro,01/01/2002,302
2003,Sao Paulo,Setembro,01/01/2003,977
2004,Sao Paulo,Setembro,01/01/2004,809
2005,Sao Paulo,Setembro,01/01/2005,231
2006,Sao Paulo,Setembro,01/01/2006,694
2007,Sao Paulo,Setembro,01/01/2007,495
2008,Sao Paulo,Setembro,01/01/2008,486
2009,Sao Paulo,Setembro,01/01/2009,116
2010,Sao Paulo,Setembro,01/01/2010,1.677
2011,Sao Paulo,Setembro,01/01/2011,1.108
2012,Sao Paulo,Setembro,01/01/2012,813
2013,Sao Paulo,Setembro,01/01/2013,560
2014,Sao Paulo,Setembro,01/01/2014,882
2015,Sao Paulo,Setembro,01/01/2015,368
2016,Sao Paulo,Setembro,01/01/2016,490
2017,Sao Paulo,Setembro,01/01/2017,2.868
1998,Sao Paulo,Outubro,01/01/1998,434
1999,Sao Paulo,Outubro,01/01/1999,763
2000,Sao Paulo,Outubro,01/01/2000,647
2001,Sao Paulo,Outubro,01/01/2001,444
2002,Sao Paulo,Outubro,01/01/2002,733
2003,Sao Paulo,Outubro,01/01/2003,422
2004,Sao Paulo,Outubro,01/01/2004,195
2005,Sao Paulo,Outubro,01/01/2005,221
2006,Sao Paulo,Outubro,01/01/2006,153
2007,Sao Paulo,Outubro,01/01/2007,281
2008,Sao Paulo,Outubro,01/01/2008,87
2009,Sao Paulo,Outubro,01/01/2009,64
2010,Sao Paulo,Outubro,01/01/2010,260
2011,Sao Paulo,Outubro,01/01/2011,188
2012,Sao Paulo,Outubro,01/01/2012,206
2013,Sao Paulo,Outubro,01/01/2013,127
2014,Sao Paulo,Outubro,01/01/2014,887
2015,Sao Paulo,Outubro,01/01/2015,213
2016,Sao Paulo,Outubro,01/01/2016,177
2017,Sao Paulo,Outubro,01/01/2017,179
1998,Sao Paulo,Novembro,01/01/1998,488
1999,Sao Paulo,Novembro,01/01/1999,398
2000,Sao Paulo,Novembro,01/01/2000,96
2001,Sao Paulo,Novembro,01/01/2001,168
2002,Sao Paulo,Novembro,01/01/2002,72
2003,Sao Paulo,Novembro,01/01/2003,155
2004,Sao Paulo,Novembro,01/01/2004,144
2005,Sao Paulo,Novembro,01/01/2005,163
2006,Sao Paulo,Novembro,01/01/2006,43
2007,Sao Paulo,Novembro,01/01/2007,50
2008,Sao Paulo,Novembro,01/01/2008,20
2009,Sao Paulo,Novembro,01/01/2009,83
2010,Sao Paulo,Novembro,01/01/2010,104
2011,Sao Paulo,Novembro,01/01/2011,87
2012,Sao Paulo,Novembro,01/01/2012,50
2013,Sao Paulo,Novembro,01/01/2013,120
2014,Sao Paulo,Novembro,01/01/2014,56
2015,Sao Paulo,Novembro,01/01/2015,21
2016,Sao Paulo,Novembro,01/01/2016,39
2017,Sao Paulo,Novembro,01/01/2017,37
1998,Sao Paulo,Dezembro,01/01/1998,121
1999,Sao Paulo,Dezembro,01/01/1999,47
2000,Sao Paulo,Dezembro,01/01/2000,23
2001,Sao Paulo,Dezembro,01/01/2001,52
2002,Sao Paulo,Dezembro,01/01/2002,57
2003,Sao Paulo,Dezembro,01/01/2003,58
2004,Sao Paulo,Dezembro,01/01/2004,102
2005,Sao Paulo,Dezembro,01/01/2005,15
2006,Sao Paulo,Dezembro,01/01/2006,13
2007,Sao Paulo,Dezembro,01/01/2007,21
2008,Sao Paulo,Dezembro,01/01/2008,36
2009,Sao Paulo,Dezembro,01/01/2009,37
2010,Sao Paulo,Dezembro,01/01/2010,52
2011,Sao Paulo,Dezembro,01/01/2011,53
2012,Sao Paulo,Dezembro,01/01/2012,64
2013,Sao Paulo,Dezembro,01/01/2013,109
2014,Sao Paulo,Dezembro,01/01/2014,57
2015,Sao Paulo,Dezembro,01/01/2015,45
2016,Sao Paulo,Dezembro,01/01/2016,47
1998,Sergipe,Janeiro,01/01/1998,0
1999,Sergipe,Janeiro,01/01/1999,36
2000,Sergipe,Janeiro,01/01/2000,1
2001,Sergipe,Janeiro,01/01/2001,2
2002,Sergipe,Janeiro,01/01/2002,1
2003,Sergipe,Janeiro,01/01/2003,198
2004,Sergipe,Janeiro,01/01/2004,16
2005,Sergipe,Janeiro,01/01/2005,80
2006,Sergipe,Janeiro,01/01/2006,36
2007,Sergipe,Janeiro,01/01/2007,56
2008,Sergipe,Janeiro,01/01/2008,100
2009,Sergipe,Janeiro,01/01/2009,60
2010,Sergipe,Janeiro,01/01/2010,29
2011,Sergipe,Janeiro,01/01/2011,36
2012,Sergipe,Janeiro,01/01/2012,39
2013,Sergipe,Janeiro,01/01/2013,34
2014,Sergipe,Janeiro,01/01/2014,20
2015,Sergipe,Janeiro,01/01/2015,44
2016,Sergipe,Janeiro,01/01/2016,9
2017,Sergipe,Janeiro,01/01/2017,31
1998,Sergipe,Fevereiro,01/01/1998,0
1999,Sergipe,Fevereiro,01/01/1999,25
2000,Sergipe,Fevereiro,01/01/2000,6
2001,Sergipe,Fevereiro,01/01/2001,2
2002,Sergipe,Fevereiro,01/01/2002,6
2003,Sergipe,Fevereiro,01/01/2003,50
2004,Sergipe,Fevereiro,01/01/2004,10
2005,Sergipe,Fevereiro,01/01/2005,19
2006,Sergipe,Fevereiro,01/01/2006,36
2007,Sergipe,Fevereiro,01/01/2007,22
2008,Sergipe,Fevereiro,01/01/2008,67
2009,Sergipe,Fevereiro,01/01/2009,64
2010,Sergipe,Fevereiro,01/01/2010,33
2011,Sergipe,Fevereiro,01/01/2011,31
2012,Sergipe,Fevereiro,01/01/2012,34
2013,Sergipe,Fevereiro,01/01/2013,47
2014,Sergipe,Fevereiro,01/01/2014,18
2015,Sergipe,Fevereiro,01/01/2015,40
2016,Sergipe,Fevereiro,01/01/2016,22
2017,Sergipe,Fevereiro,01/01/2017,18
1998,Sergipe,Março,01/01/1998,0
1999,Sergipe,Março,01/01/1999,18
2000,Sergipe,Março,01/01/2000,6
2001,Sergipe,Março,01/01/2001,1
2002,Sergipe,Março,01/01/2002,7
2003,Sergipe,Março,01/01/2003,62
2004,Sergipe,Março,01/01/2004,36
2005,Sergipe,Março,01/01/2005,28
2006,Sergipe,Março,01/01/2006,41
2007,Sergipe,Março,01/01/2007,2
2008,Sergipe,Março,01/01/2008,43
2009,Sergipe,Março,01/01/2009,29
2010,Sergipe,Março,01/01/2010,44
2011,Sergipe,Março,01/01/2011,47
2012,Sergipe,Março,01/01/2012,71
2013,Sergipe,Março,01/01/2013,67
2014,Sergipe,Março,01/01/2014,33
2015,Sergipe,Março,01/01/2015,49
2016,Sergipe,Março,01/01/2016,26
2017,Sergipe,Março,01/01/2017,16
1998,Sergipe,Abril,01/01/1998,0
1999,Sergipe,Abril,01/01/1999,6
2000,Sergipe,Abril,01/01/2000,1
2001,Sergipe,Abril,01/01/2001,0
2002,Sergipe,Abril,01/01/2002,12
2003,Sergipe,Abril,01/01/2003,48
2004,Sergipe,Abril,01/01/2004,13
2005,Sergipe,Abril,01/01/2005,8
2006,Sergipe,Abril,01/01/2006,9
2007,Sergipe,Abril,01/01/2007,1
2008,Sergipe,Abril,01/01/2008,2
2009,Sergipe,Abril,01/01/2009,19
2010,Sergipe,Abril,01/01/2010,1
2011,Sergipe,Abril,01/01/2011,12
2012,Sergipe,Abril,01/01/2012,40
2013,Sergipe,Abril,01/01/2013,15
2014,Sergipe,Abril,01/01/2014,7
2015,Sergipe,Abril,01/01/2015,35
2016,Sergipe,Abril,01/01/2016,14
2017,Sergipe,Abril,01/01/2017,8
1998,Sergipe,Maio,01/01/1998,0
1999,Sergipe,Maio,01/01/1999,0
2000,Sergipe,Maio,01/01/2000,0
2001,Sergipe,Maio,01/01/2001,3
2002,Sergipe,Maio,01/01/2002,0
2003,Sergipe,Maio,01/01/2003,2
2004,Sergipe,Maio,01/01/2004,5
2005,Sergipe,Maio,01/01/2005,0
2006,Sergipe,Maio,01/01/2006,0
2007,Sergipe,Maio,01/01/2007,0
2008,Sergipe,Maio,01/01/2008,0
2009,Sergipe,Maio,01/01/2009,0
2010,Sergipe,Maio,01/01/2010,0
2011,Sergipe,Maio,01/01/2011,0
2012,Sergipe,Maio,01/01/2012,17
2013,Sergipe,Maio,01/01/2013,1
2014,Sergipe,Maio,01/01/2014,1
2015,Sergipe,Maio,01/01/2015,11
2016,Sergipe,Maio,01/01/2016,9
2017,Sergipe,Maio,01/01/2017,1
1998,Sergipe,Junho,01/01/1998,0
1999,Sergipe,Junho,01/01/1999,0
2000,Sergipe,Junho,01/01/2000,0
2001,Sergipe,Junho,01/01/2001,0
2002,Sergipe,Junho,01/01/2002,0
2003,Sergipe,Junho,01/01/2003,0
2004,Sergipe,Junho,01/01/2004,0
2005,Sergipe,Junho,01/01/2005,0
2006,Sergipe,Junho,01/01/2006,0
2007,Sergipe,Junho,01/01/2007,0
2008,Sergipe,Junho,01/01/2008,0
2009,Sergipe,Junho,01/01/2009,2
2010,Sergipe,Junho,01/01/2010,0
2011,Sergipe,Junho,01/01/2011,1
2012,Sergipe,Junho,01/01/2012,3
2013,Sergipe,Junho,01/01/2013,1
2014,Sergipe,Junho,01/01/2014,0
2015,Sergipe,Junho,01/01/2015,3
2016,Sergipe,Junho,01/01/2016,1
2017,Sergipe,Junho,01/01/2017,0
1998,Sergipe,Julho,01/01/1998,0
1999,Sergipe,Julho,01/01/1999,0
2000,Sergipe,Julho,01/01/2000,0
2001,Sergipe,Julho,01/01/2001,0
2002,Sergipe,Julho,01/01/2002,0
2003,Sergipe,Julho,01/01/2003,0
2004,Sergipe,Julho,01/01/2004,0
2005,Sergipe,Julho,01/01/2005,0
2006,Sergipe,Julho,01/01/2006,0
2007,Sergipe,Julho,01/01/2007,0
2008,Sergipe,Julho,01/01/2008,0
2009,Sergipe,Julho,01/01/2009,0
2010,Sergipe,Julho,01/01/2010,0
2011,Sergipe,Julho,01/01/2011,0
2012,Sergipe,Julho,01/01/2012,1
2013,Sergipe,Julho,01/01/2013,0
2014,Sergipe,Julho,01/01/2014,0
2015,Sergipe,Julho,01/01/2015,0
2016,Sergipe,Julho,01/01/2016,0
2017,Sergipe,Julho,01/01/2017,0
1998,Sergipe,Agosto,01/01/1998,0
1999,Sergipe,Agosto,01/01/1999,0
2000,Sergipe,Agosto,01/01/2000,0
2001,Sergipe,Agosto,01/01/2001,0
2002,Sergipe,Agosto,01/01/2002,2
2003,Sergipe,Agosto,01/01/2003,0
2004,Sergipe,Agosto,01/01/2004,0
2005,Sergipe,Agosto,01/01/2005,0
2006,Sergipe,Agosto,01/01/2006,0
2007,Sergipe,Agosto,01/01/2007,0
2008,Sergipe,Agosto,01/01/2008,0
2009,Sergipe,Agosto,01/01/2009,0
2010,Sergipe,Agosto,01/01/2010,0
2011,Sergipe,Agosto,01/01/2011,1
2012,Sergipe,Agosto,01/01/2012,0
2013,Sergipe,Agosto,01/01/2013,0
2014,Sergipe,Agosto,01/01/2014,0
2015,Sergipe,Agosto,01/01/2015,0
2016,Sergipe,Agosto,01/01/2016,6
2017,Sergipe,Agosto,01/01/2017,0
1998,Sergipe,Setembro,01/01/1998,0
1999,Sergipe,Setembro,01/01/1999,0
2000,Sergipe,Setembro,01/01/2000,0
2001,Sergipe,Setembro,01/01/2001,1
2002,Sergipe,Setembro,01/01/2002,0
2003,Sergipe,Setembro,01/01/2003,3
2004,Sergipe,Setembro,01/01/2004,0
2005,Sergipe,Setembro,01/01/2005,2
2006,Sergipe,Setembro,01/01/2006,0
2007,Sergipe,Setembro,01/01/2007,0
2008,Sergipe,Setembro,01/01/2008,0
2009,Sergipe,Setembro,01/01/2009,1
2010,Sergipe,Setembro,01/01/2010,0
2011,Sergipe,Setembro,01/01/2011,0
2012,Sergipe,Setembro,01/01/2012,1
2013,Sergipe,Setembro,01/01/2013,1
2014,Sergipe,Setembro,01/01/2014,4
2015,Sergipe,Setembro,01/01/2015,1
2016,Sergipe,Setembro,01/01/2016,2
2017,Sergipe,Setembro,01/01/2017,0
1998,Sergipe,Outubro,01/01/1998,0
1999,Sergipe,Outubro,01/01/1999,0
2000,Sergipe,Outubro,01/01/2000,3
2001,Sergipe,Outubro,01/01/2001,5
2002,Sergipe,Outubro,01/01/2002,20
2003,Sergipe,Outubro,01/01/2003,2
2004,Sergipe,Outubro,01/01/2004,3
2005,Sergipe,Outubro,01/01/2005,11
2006,Sergipe,Outubro,01/01/2006,3
2007,Sergipe,Outubro,01/01/2007,3
2008,Sergipe,Outubro,01/01/2008,0
2009,Sergipe,Outubro,01/01/2009,1
2010,Sergipe,Outubro,01/01/2010,1
2011,Sergipe,Outubro,01/01/2011,5
2012,Sergipe,Outubro,01/01/2012,1
2013,Sergipe,Outubro,01/01/2013,3
2014,Sergipe,Outubro,01/01/2014,3
2015,Sergipe,Outubro,01/01/2015,6
2016,Sergipe,Outubro,01/01/2016,10
2017,Sergipe,Outubro,01/01/2017,0
1998,Sergipe,Novembro,01/01/1998,12
1999,Sergipe,Novembro,01/01/1999,3
2000,Sergipe,Novembro,01/01/2000,0
2001,Sergipe,Novembro,01/01/2001,5
2002,Sergipe,Novembro,01/01/2002,57
2003,Sergipe,Novembro,01/01/2003,2
2004,Sergipe,Novembro,01/01/2004,41
2005,Sergipe,Novembro,01/01/2005,23
2006,Sergipe,Novembro,01/01/2006,5
2007,Sergipe,Novembro,01/01/2007,7
2008,Sergipe,Novembro,01/01/2008,17
2009,Sergipe,Novembro,01/01/2009,9
2010,Sergipe,Novembro,01/01/2010,16
2011,Sergipe,Novembro,01/01/2011,4
2012,Sergipe,Novembro,01/01/2012,6
2013,Sergipe,Novembro,01/01/2013,7
2014,Sergipe,Novembro,01/01/2014,9
2015,Sergipe,Novembro,01/01/2015,47
2016,Sergipe,Novembro,01/01/2016,17
2017,Sergipe,Novembro,01/01/2017,1
1998,Sergipe,Dezembro,01/01/1998,8
1999,Sergipe,Dezembro,01/01/1999,5
2000,Sergipe,Dezembro,01/01/2000,0
2001,Sergipe,Dezembro,01/01/2001,5
2002,Sergipe,Dezembro,01/01/2002,103
2003,Sergipe,Dezembro,01/01/2003,36
2004,Sergipe,Dezembro,01/01/2004,66
2005,Sergipe,Dezembro,01/01/2005,29
2006,Sergipe,Dezembro,01/01/2006,17
2007,Sergipe,Dezembro,01/01/2007,33
2008,Sergipe,Dezembro,01/01/2008,14
2009,Sergipe,Dezembro,01/01/2009,21
2010,Sergipe,Dezembro,01/01/2010,19
2011,Sergipe,Dezembro,01/01/2011,36
2012,Sergipe,Dezembro,01/01/2012,18
2013,Sergipe,Dezembro,01/01/2013,9
2014,Sergipe,Dezembro,01/01/2014,9
2015,Sergipe,Dezembro,01/01/2015,63
2016,Sergipe,Dezembro,01/01/2016,36
1998,Tocantins,Janeiro,01/01/1998,0
1999,Tocantins,Janeiro,01/01/1999,36
2000,Tocantins,Janeiro,01/01/2000,15
2001,Tocantins,Janeiro,01/01/2001,19
2002,Tocantins,Janeiro,01/01/2002,35
2003,Tocantins,Janeiro,01/01/2003,35
2004,Tocantins,Janeiro,01/01/2004,40
2005,Tocantins,Janeiro,01/01/2005,66
2006,Tocantins,Janeiro,01/01/2006,91
2007,Tocantins,Janeiro,01/01/2007,34
2008,Tocantins,Janeiro,01/01/2008,28
2009,Tocantins,Janeiro,01/01/2009,43
2010,Tocantins,Janeiro,01/01/2010,79
2011,Tocantins,Janeiro,01/01/2011,14
2012,Tocantins,Janeiro,01/01/2012,12
2013,Tocantins,Janeiro,01/01/2013,50
2014,Tocantins,Janeiro,01/01/2014,89
2015,Tocantins,Janeiro,01/01/2015,186
2016,Tocantins,Janeiro,01/01/2016,42
2017,Tocantins,Janeiro,01/01/2017,61
1998,Tocantins,Fevereiro,01/01/1998,0
1999,Tocantins,Fevereiro,01/01/1999,1
2000,Tocantins,Fevereiro,01/01/2000,6
2001,Tocantins,Fevereiro,01/01/2001,6
2002,Tocantins,Fevereiro,01/01/2002,48
2003,Tocantins,Fevereiro,01/01/2003,15
2004,Tocantins,Fevereiro,01/01/2004,7
