year,state,month,date,number
2010,Pará,Março,01/01/2010,110
2011,Pará,Março,01/01/2011,21
2012,Pará,Março,01/01/2012,30
2013,Pará,Março,01/01/2013,19
2014,Pará,Março,01/01/2014,34
2015,Pará,Março,01/01/2015,61
2016,Pará,Março,01/01/2016,81
2017,Pará,Março,01/01/2017,42
1998,Pará,Abril,01/01/1998,0
1999,Pará,Abril,01/01/1999,6
2000,Pará,Abril,01/01/2000,40
2001,Pará,Abril,01/01/2001,0
2002,Pará,Abril,01/01/2002,11
2003,Pará,Abril,01/01/2003,14
2004,Pará,Abril,01/01/2004,23
2005,Pará,Abril,01/01/2005,14
2006,Pará,Abril,01/01/2006,2
2007,Pará,Abril,01/01/2007,0
2008,Pará,Abril,01/01/2008,7
2009,Pará,Abril,01/01/2009,8
2010,Pará,Abril,01/01/2010,22
2011,Pará,Abril,01/01/2011,10
2012,Pará,Abril,01/01/2012,11
2013,Pará,Abril,01/01/2013,20
2014,Pará,Abril,01/01/2014,27
2015,Pará,Abril,01/01/2015,27
2016,Pará,Abril,01/01/2016,66
2017,Pará,Abril,01/01/2017,45
1998,Pará,Maio,01/01/1998,0
1999,Pará,Maio,01/01/1999,4
2000,Pará,Maio,01/01/2000,12
2001,Pará,Maio,01/01/2001,7
2002,Pará,Maio,01/01/2002,18
2003,Pará,Maio,01/01/2003,3
2004,Pará,Maio,01/01/2004,44
2005,Pará,Maio,01/01/2005,37
2006,Pará,Maio,01/01/2006,0
2007,Pará,Maio,01/01/2007,9
2008,Pará,Maio,01/01/2008,0
2009,Pará,Maio,01/01/2009,7
2010,Pará,Maio,01/01/2010,57
2011,Pará,Maio,01/01/2011,16
2012,Pará,Maio,01/01/2012,59
2013,Pará,Maio,01/01/2013,42
2014,Pará,Maio,01/01/2014,70
2015,Pará,Maio,01/01/2015,95
2016,Pará,Maio,01/01/2016,154
2017,Pará,Maio,01/01/2017,114
1998,Pará,Junho,01/01/1998,58
1999,Pará,Junho,01/01/1999,37
2000,Pará,Junho,01/01/2000,59
2001,Pará,Junho,01/01/2001,42
2002,Pará,Junho,01/01/2002,149
2003,Pará,Junho,01/01/2003,64
2004,Pará,Junho,01/01/2004,340
2005,Pará,Junho,01/01/2005,304
2006,Pará,Junho,01/01/2006,78
2007,Pará,Junho,01/01/2007,129
2008,Pará,Junho,01/01/2008,48
2009,Pará,Junho,01/01/2009,38
2010,Pará,Junho,01/01/2010,94
2011,Pará,Junho,01/01/2011,105
2012,Pará,Junho,01/01/2012,183
2013,Pará,Junho,01/01/2013,173
2014,Pará,Junho,01/01/2014,319
2015,Pará,Junho,01/01/2015,265
2016,Pará,Junho,01/01/2016,502
2017,Pará,Junho,01/01/2017,679
1998,Pará,Julho,01/01/1998,638
1999,Pará,Julho,01/01/1999,982
2000,Pará,Julho,01/01/2000,426
2001,Pará,Julho,01/01/2001,708
2002,Pará,Julho,01/01/2002,772
2003,Pará,Julho,01/01/2003,1.571
2004,Pará,Julho,01/01/2004,4.436
2005,Pará,Julho,01/01/2005,4.364
2006,Pará,Julho,01/01/2006,615
2007,Pará,Julho,01/01/2007,476
2008,Pará,Julho,01/01/2008,971
2009,Pará,Julho,01/01/2009,397
2010,Pará,Julho,01/01/2010,1.432
2011,Pará,Julho,01/01/2011,632
2012,Pará,Julho,01/01/2012,661
2013,Pará,Julho,01/01/2013,447
2014,Pará,Julho,01/01/2014,825
2015,Pará,Julho,01/01/2015,906
2016,Pará,Julho,01/01/2016,1.579
2017,Pará,Julho,01/01/2017,4.985
1998,Pará,Agosto,01/01/1998,6.815
1999,Pará,Agosto,01/01/1999,6.178
2000,Pará,Agosto,01/01/2000,5.484
2001,Pará,Agosto,01/01/2001,9.043
2002,Pará,Agosto,01/01/2002,15.664
2003,Pará,Agosto,01/01/2003,6.255
2004,Pará,Agosto,01/01/2004,12.812
2005,Pará,Agosto,01/01/2005,13.055
2006,Pará,Agosto,01/01/2006,7.575
2007,Pará,Agosto,01/01/2007,14.352
2008,Pará,Agosto,01/01/2008,4.435
2009,Pará,Agosto,01/01/2009,3.859
2010,Pará,Agosto,01/01/2010,18.13
2011,Pará,Agosto,01/01/2011,2.195
2012,Pará,Agosto,01/01/2012,6.964
2013,Pará,Agosto,01/01/2013,2.161
2014,Pará,Agosto,01/01/2014,8.555
2015,Pará,Agosto,01/01/2015,7.913
2016,Pará,Agosto,01/01/2016,4.863
2017,Pará,Agosto,01/01/2017,11.962
1998,Pará,Setembro,01/01/1998,6.237
1999,Pará,Setembro,01/01/1999,4.419
2000,Pará,Setembro,01/01/2000,2.569
2001,Pará,Setembro,01/01/2001,6.139
2002,Pará,Setembro,01/01/2002,5.609
2003,Pará,Setembro,01/01/2003,8.447
2004,Pará,Setembro,01/01/2004,9.471
2005,Pará,Setembro,01/01/2005,9.032
2006,Pará,Setembro,01/01/2006,8.372
2007,Pará,Setembro,01/01/2007,14.59
2008,Pará,Setembro,01/01/2008,6.294
2009,Pará,Setembro,01/01/2009,6.051
2010,Pará,Setembro,01/01/2010,10.81
2011,Pará,Setembro,01/01/2011,5.185
2012,Pará,Setembro,01/01/2012,6.87
2013,Pará,Setembro,01/01/2013,3.36
2014,Pará,Setembro,01/01/2014,6.787
2015,Pará,Setembro,01/01/2015,11.068
2016,Pará,Setembro,01/01/2016,3.953
2017,Pará,Setembro,01/01/2017,25.004
1998,Pará,Outubro,01/01/1998,3.665
1999,Pará,Outubro,01/01/1999,5.026
2000,Pará,Outubro,01/01/2000,4.313
2001,Pará,Outubro,01/01/2001,5.096
2002,Pará,Outubro,01/01/2002,5.189
2003,Pará,Outubro,01/01/2003,3.803
2004,Pará,Outubro,01/01/2004,4.726
2005,Pará,Outubro,01/01/2005,5.083
2006,Pará,Outubro,01/01/2006,5.964
2007,Pará,Outubro,01/01/2007,2.504
2008,Pará,Outubro,01/01/2008,6.653
2009,Pará,Outubro,01/01/2009,6.342
2010,Pará,Outubro,01/01/2010,3.843
2011,Pará,Outubro,01/01/2011,3.141
2012,Pará,Outubro,01/01/2012,3.714
2013,Pará,Outubro,01/01/2013,4.921
2014,Pará,Outubro,01/01/2014,6.448
2015,Pará,Outubro,01/01/2015,7.781
2016,Pará,Outubro,01/01/2016,5.281
2017,Pará,Outubro,01/01/2017,7.628
1998,Pará,Novembro,01/01/1998,1.861
1999,Pará,Novembro,01/01/1999,2.682
2000,Pará,Novembro,01/01/2000,3.366
2001,Pará,Novembro,01/01/2001,4.938
2002,Pará,Novembro,01/01/2002,7.996
2003,Pará,Novembro,01/01/2003,6.195
2004,Pará,Novembro,01/01/2004,9.842
2005,Pará,Novembro,01/01/2005,4.968
2006,Pará,Novembro,01/01/2006,2.883
2007,Pará,Novembro,01/01/2007,2.89
2008,Pará,Novembro,01/01/2008,2.403
2009,Pará,Novembro,01/01/2009,10.012
2010,Pará,Novembro,01/01/2010,4.417
2011,Pará,Novembro,01/01/2011,3.043
2012,Pará,Novembro,01/01/2012,6.156
2013,Pará,Novembro,01/01/2013,3.688
2014,Pará,Novembro,01/01/2014,7.767
2015,Pará,Novembro,01/01/2015,9.643
2016,Pará,Novembro,01/01/2016,7.879
2017,Pará,Novembro,01/01/2017,9.079
1998,Pará,Dezembro,01/01/1998,1.008
1999,Pará,Dezembro,01/01/1999,766
2000,Pará,Dezembro,01/01/2000,1.698
2001,Pará,Dezembro,01/01/2001,2.564
2002,Pará,Dezembro,01/01/2002,3.118
2003,Pará,Dezembro,01/01/2003,4.787
2004,Pará,Dezembro,01/01/2004,5.508
2005,Pará,Dezembro,01/01/2005,1.495
2006,Pará,Dezembro,01/01/2006,1.417
2007,Pará,Dezembro,01/01/2007,689
2008,Pará,Dezembro,01/01/2008,684
2009,Pará,Dezembro,01/01/2009,2.832
2010,Pará,Dezembro,01/01/2010,1.612
2011,Pará,Dezembro,01/01/2011,3.218
2012,Pará,Dezembro,01/01/2012,1.812
2013,Pará,Dezembro,01/01/2013,5.514
2014,Pará,Dezembro,01/01/2014,4.828
2015,Pará,Dezembro,01/01/2015,6.61
2016,Pará,Dezembro,01/01/2016,3.3
1998,Paraiba,Janeiro,01/01/1998,0
1999,Paraiba,Janeiro,01/01/1999,26
2000,Paraiba,Janeiro,01/01/2000,0
2001,Paraiba,Janeiro,01/01/2001,11
2002,Paraiba,Janeiro,01/01/2002,5
2003,Paraiba,Janeiro,01/01/2003,70
2004,Paraiba,Janeiro,01/01/2004,33
2005,Paraiba,Janeiro,01/01/2005,178
2006,Paraiba,Janeiro,01/01/2006,83
2007,Paraiba,Janeiro,01/01/2007,69
2008,Paraiba,Janeiro,01/01/2008,77
2009,Paraiba,Janeiro,01/01/2009,115
2010,Paraiba,Janeiro,01/01/2010,46
2011,Paraiba,Janeiro,01/01/2011,11
2012,Paraiba,Janeiro,01/01/2012,61
2013,Paraiba,Janeiro,01/01/2013,38
2014,Paraiba,Janeiro,01/01/2014,75
2015,Paraiba,Janeiro,01/01/2015,42
2016,Paraiba,Janeiro,01/01/2016,18
2017,Paraiba,Janeiro,01/01/2017,23
1998,Paraiba,Fevereiro,01/01/1998,0
1999,Paraiba,Fevereiro,01/01/1999,2
2000,Paraiba,Fevereiro,01/01/2000,11
2001,Paraiba,Fevereiro,01/01/2001,6
2002,Paraiba,Fevereiro,01/01/2002,18
2003,Paraiba,Fevereiro,01/01/2003,3
2004,Paraiba,Fevereiro,01/01/2004,3
2005,Paraiba,Fevereiro,01/01/2005,15
2006,Paraiba,Fevereiro,01/01/2006,7
2007,Paraiba,Fevereiro,01/01/2007,7
2008,Paraiba,Fevereiro,01/01/2008,20
2009,Paraiba,Fevereiro,01/01/2009,9
2010,Paraiba,Fevereiro,01/01/2010,15
2011,Paraiba,Fevereiro,01/01/2011,5
2012,Paraiba,Fevereiro,01/01/2012,15
2013,Paraiba,Fevereiro,01/01/2013,9
2014,Paraiba,Fevereiro,01/01/2014,6
2015,Paraiba,Fevereiro,01/01/2015,15
2016,Paraiba,Fevereiro,01/01/2016,4
2017,Paraiba,Fevereiro,01/01/2017,8
1998,Paraiba,Março,01/01/1998,0
1999,Paraiba,Março,01/01/1999,1
2000,Paraiba,Março,01/01/2000,5
2001,Paraiba,Março,01/01/2001,0
2002,Paraiba,Março,01/01/2002,3
2003,Paraiba,Março,01/01/2003,0
2004,Paraiba,Março,01/01/2004,3
2005,Paraiba,Março,01/01/2005,13
2006,Paraiba,Março,01/01/2006,4
2007,Paraiba,Março,01/01/2007,1
2008,Paraiba,Março,01/01/2008,8
2009,Paraiba,Março,01/01/2009,2
2010,Paraiba,Março,01/01/2010,16
2011,Paraiba,Março,01/01/2011,6
2012,Paraiba,Março,01/01/2012,4
2013,Paraiba,Março,01/01/2013,3
2014,Paraiba,Março,01/01/2014,18
2015,Paraiba,Março,01/01/2015,7
2016,Paraiba,Março,01/01/2016,1
2017,Paraiba,Março,01/01/2017,2
1998,Paraiba,Abril,01/01/1998,0
1999,Paraiba,Abril,01/01/1999,3
2000,Paraiba,Abril,01/01/2000,1
2001,Paraiba,Abril,01/01/2001,0
2002,Paraiba,Abril,01/01/2002,1
2003,Paraiba,Abril,01/01/2003,0
2004,Paraiba,Abril,01/01/2004,3
2005,Paraiba,Abril,01/01/2005,2
2006,Paraiba,Abril,01/01/2006,0
2007,Paraiba,Abril,01/01/2007,0
2008,Paraiba,Abril,01/01/2008,0
2009,Paraiba,Abril,01/01/2009,1
2010,Paraiba,Abril,01/01/2010,2
2011,Paraiba,Abril,01/01/2011,2
2012,Paraiba,Abril,01/01/2012,13
2013,Paraiba,Abril,01/01/2013,6
2014,Paraiba,Abril,01/01/2014,8
2015,Paraiba,Abril,01/01/2015,11
2016,Paraiba,Abril,01/01/2016,1
2017,Paraiba,Abril,01/01/2017,1
1998,Paraiba,Maio,01/01/1998,0
1999,Paraiba,Maio,01/01/1999,0
2000,Paraiba,Maio,01/01/2000,0
2001,Paraiba,Maio,01/01/2001,4
2002,Paraiba,Maio,01/01/2002,1
2003,Paraiba,Maio,01/01/2003,0
2004,Paraiba,Maio,01/01/2004,1
2005,Paraiba,Maio,01/01/2005,0
2006,Paraiba,Maio,01/01/2006,0
2007,Paraiba,Maio,01/01/2007,0
2008,Paraiba,Maio,01/01/2008,0
2009,Paraiba,Maio,01/01/2009,0
2010,Paraiba,Maio,01/01/2010,10
2011,Paraiba,Maio,01/01/2011,0
2012,Paraiba,Maio,01/01/2012,10
2013,Paraiba,Maio,01/01/2013,3
2014,Paraiba,Maio,01/01/2014,1
2015,Paraiba,Maio,01/01/2015,6
2016,Paraiba,Maio,01/01/2016,1
2017,Paraiba,Maio,01/01/2017,1
1998,Paraiba,Junho,01/01/1998,3
1999,Paraiba,Junho,01/01/1999,1
2000,Paraiba,Junho,01/01/2000,2
2001,Paraiba,Junho,01/01/2001,0
2002,Paraiba,Junho,01/01/2002,1
2003,Paraiba,Junho,01/01/2003,0
2004,Paraiba,Junho,01/01/2004,0
2005,Paraiba,Junho,01/01/2005,0
2006,Paraiba,Junho,01/01/2006,0
2007,Paraiba,Junho,01/01/2007,0
2008,Paraiba,Junho,01/01/2008,0
2009,Paraiba,Junho,01/01/2009,0
2010,Paraiba,Junho,01/01/2010,3
2011,Paraiba,Junho,01/01/2011,2
2012,Paraiba,Junho,01/01/2012,5
2013,Paraiba,Junho,01/01/2013,3
2014,Paraiba,Junho,01/01/2014,1
2015,Paraiba,Junho,01/01/2015,0
2016,Paraiba,Junho,01/01/2016,4
2017,Paraiba,Junho,01/01/2017,0
1998,Paraiba,Julho,01/01/1998,0
1999,Paraiba,Julho,01/01/1999,1
2000,Paraiba,Julho,01/01/2000,0
2001,Paraiba,Julho,01/01/2001,8
2002,Paraiba,Julho,01/01/2002,8
2003,Paraiba,Julho,01/01/2003,6
2004,Paraiba,Julho,01/01/2004,1
2005,Paraiba,Julho,01/01/2005,0
2006,Paraiba,Julho,01/01/2006,1
2007,Paraiba,Julho,01/01/2007,1
2008,Paraiba,Julho,01/01/2008,0
2009,Paraiba,Julho,01/01/2009,3
2010,Paraiba,Julho,01/01/2010,7
2011,Paraiba,Julho,01/01/2011,6
2012,Paraiba,Julho,01/01/2012,5
2013,Paraiba,Julho,01/01/2013,1
2014,Paraiba,Julho,01/01/2014,9
2015,Paraiba,Julho,01/01/2015,3
2016,Paraiba,Julho,01/01/2016,22
2017,Paraiba,Julho,01/01/2017,2
1998,Paraiba,Agosto,01/01/1998,3
1999,Paraiba,Agosto,01/01/1999,4
2000,Paraiba,Agosto,01/01/2000,7
2001,Paraiba,Agosto,01/01/2001,34
2002,Paraiba,Agosto,01/01/2002,38
2003,Paraiba,Agosto,01/01/2003,14
2004,Paraiba,Agosto,01/01/2004,18
2005,Paraiba,Agosto,01/01/2005,0
2006,Paraiba,Agosto,01/01/2006,3
2007,Paraiba,Agosto,01/01/2007,8
2008,Paraiba,Agosto,01/01/2008,1
2009,Paraiba,Agosto,01/01/2009,4
2010,Paraiba,Agosto,01/01/2010,9
2011,Paraiba,Agosto,01/01/2011,12
2012,Paraiba,Agosto,01/01/2012,13
2013,Paraiba,Agosto,01/01/2013,3
2014,Paraiba,Agosto,01/01/2014,30
2015,Paraiba,Agosto,01/01/2015,5
2016,Paraiba,Agosto,01/01/2016,50
2017,Paraiba,Agosto,01/01/2017,3
1998,Paraiba,Setembro,01/01/1998,50
1999,Paraiba,Setembro,01/01/1999,14
2000,Paraiba,Setembro,01/01/2000,9
2001,Paraiba,Setembro,01/01/2001,98
2002,Paraiba,Setembro,01/01/2002,63
2003,Paraiba,Setembro,01/01/2003,81
2004,Paraiba,Setembro,01/01/2004,34
2005,Paraiba,Setembro,01/01/2005,13
2006,Paraiba,Setembro,01/01/2006,27
2007,Paraiba,Setembro,01/01/2007,22
2008,Paraiba,Setembro,01/01/2008,21
2009,Paraiba,Setembro,01/01/2009,28
2010,Paraiba,Setembro,01/01/2010,37
2011,Paraiba,Setembro,01/01/2011,55
2012,Paraiba,Setembro,01/01/2012,71
2013,Paraiba,Setembro,01/01/2013,25
2014,Paraiba,Setembro,01/01/2014,51
2015,Paraiba,Setembro,01/01/2015,48
2016,Paraiba,Setembro,01/01/2016,131
2017,Paraiba,Setembro,01/01/2017,30
1998,Paraiba,Outubro,01/01/1998,179
1999,Paraiba,Outubro,01/01/1999,48
2000,Paraiba,Outubro,01/01/2000,125
2001,Paraiba,Outubro,01/01/2001,279
2002,Paraiba,Outubro,01/01/2002,193
2003,Paraiba,Outubro,01/01/2003,381
2004,Paraiba,Outubro,01/01/2004,190
2005,Paraiba,Outubro,01/01/2005,155
2006,Paraiba,Outubro,01/01/2006,135
2007,Paraiba,Outubro,01/01/2007,111
2008,Paraiba,Outubro,01/01/2008,80
2009,Paraiba,Outubro,01/01/2009,117
2010,Paraiba,Outubro,01/01/2010,150
2011,Paraiba,Outubro,01/01/2011,200
2012,Paraiba,Outubro,01/01/2012,136
2013,Paraiba,Outubro,01/01/2013,58
2014,Paraiba,Outubro,01/01/2014,70
2015,Paraiba,Outubro,01/01/2015,121
2016,Paraiba,Outubro,01/01/2016,304
2017,Paraiba,Outubro,01/01/2017,123
1998,Paraiba,Novembro,01/01/1998,46
1999,Paraiba,Novembro,01/01/1999,38
2000,Paraiba,Novembro,01/01/2000,65
2001,Paraiba,Novembro,01/01/2001,294
2002,Paraiba,Novembro,01/01/2002,238
2003,Paraiba,Novembro,01/01/2003,538
2004,Paraiba,Novembro,01/01/2004,331
2005,Paraiba,Novembro,01/01/2005,280
2006,Paraiba,Novembro,01/01/2006,215
2007,Paraiba,Novembro,01/01/2007,256
2008,Paraiba,Novembro,01/01/2008,175
2009,Paraiba,Novembro,01/01/2009,428
2010,Paraiba,Novembro,01/01/2010,451
2011,Paraiba,Novembro,01/01/2011,359
2012,Paraiba,Novembro,01/01/2012,130
2013,Paraiba,Novembro,01/01/2013,95
2014,Paraiba,Novembro,01/01/2014,111
2015,Paraiba,Novembro,01/01/2015,206
2016,Paraiba,Novembro,01/01/2016,132
2017,Paraiba,Novembro,01/01/2017,101
1998,Paraiba,Dezembro,01/01/1998,51
1999,Paraiba,Dezembro,01/01/1999,40
2000,Paraiba,Dezembro,01/01/2000,34
2001,Paraiba,Dezembro,01/01/2001,70
2002,Paraiba,Dezembro,01/01/2002,163
2003,Paraiba,Dezembro,01/01/2003,288
2004,Paraiba,Dezembro,01/01/2004,351
2005,Paraiba,Dezembro,01/01/2005,159
2006,Paraiba,Dezembro,01/01/2006,196
2007,Paraiba,Dezembro,01/01/2007,133
2008,Paraiba,Dezembro,01/01/2008,187
2009,Paraiba,Dezembro,01/01/2009,270
2010,Paraiba,Dezembro,01/01/2010,65
2011,Paraiba,Dezembro,01/01/2011,179
2012,Paraiba,Dezembro,01/01/2012,62
2013,Paraiba,Dezembro,01/01/2013,78
2014,Paraiba,Dezembro,01/01/2014,62
2015,Paraiba,Dezembro,01/01/2015,122
2016,Paraiba,Dezembro,01/01/2016,8
1998,Paraiba,Janeiro,01/01/1998,0
1999,Paraiba,Janeiro,01/01/1999,7
2000,Paraiba,Janeiro,01/01/2000,49
2001,Paraiba,Janeiro,01/01/2001,32
2002,Paraiba,Janeiro,01/01/2002,47
2003,Paraiba,Janeiro,01/01/2003,109
2004,Paraiba,Janeiro,01/01/2004,88
2005,Paraiba,Janeiro,01/01/2005,55
2006,Paraiba,Janeiro,01/01/2006,78
2007,Paraiba,Janeiro,01/01/2007,11
2008,Paraiba,Janeiro,01/01/2008,35
2009,Paraiba,Janeiro,01/01/2009,35
2010,Paraiba,Janeiro,01/01/2010,18
2011,Paraiba,Janeiro,01/01/2011,35
2012,Paraiba,Janeiro,01/01/2012,31
2013,Paraiba,Janeiro,01/01/2013,28
2014,Paraiba,Janeiro,01/01/2014,86
2015,Paraiba,Janeiro,01/01/2015,120
2016,Paraiba,Janeiro,01/01/2016,113
2017,Paraiba,Janeiro,01/01/2017,55
1998,Paraiba,Fevereiro,01/01/1998,0
1999,Paraiba,Fevereiro,01/01/1999,22
2000,Paraiba,Fevereiro,01/01/2000,67
2001,Paraiba,Fevereiro,01/01/2001,8
2002,Paraiba,Fevereiro,01/01/2002,24
2003,Paraiba,Fevereiro,01/01/2003,46
2004,Paraiba,Fevereiro,01/01/2004,42
2005,Paraiba,Fevereiro,01/01/2005,77
2006,Paraiba,Fevereiro,01/01/2006,60
2007,Paraiba,Fevereiro,01/01/2007,32
2008,Paraiba,Fevereiro,01/01/2008,38
2009,Paraiba,Fevereiro,01/01/2009,21
2010,Paraiba,Fevereiro,01/01/2010,46
2011,Paraiba,Fevereiro,01/01/2011,8
2012,Paraiba,Fevereiro,01/01/2012,40
2013,Paraiba,Fevereiro,01/01/2013,9
2014,Paraiba,Fevereiro,01/01/2014,52
2015,Paraiba,Fevereiro,01/01/2015,58
2016,Paraiba,Fevereiro,01/01/2016,31
2017,Paraiba,Fevereiro,01/01/2017,60
1998,Paraiba,Março,01/01/1998,0
1999,Paraiba,Março,01/01/1999,40
2000,Paraiba,Março,01/01/2000,52
2001,Paraiba,Março,01/01/2001,12
2002,Paraiba,Março,01/01/2002,18
2003,Paraiba,Março,01/01/2003,76
2004,Paraiba,Março,01/01/2004,83
2005,Paraiba,Março,01/01/2005,84
2006,Paraiba,Março,01/01/2006,56
2007,Paraiba,Março,01/01/2007,54
2008,Paraiba,Março,01/01/2008,43
2009,Paraiba,Março,01/01/2009,57
2010,Paraiba,Março,01/01/2010,22
2011,Paraiba,Março,01/01/2011,21
2012,Paraiba,Março,01/01/2012,55
2013,Paraiba,Março,01/01/2013,18
2014,Paraiba,Março,01/01/2014,42
2015,Paraiba,Março,01/01/2015,55
2016,Paraiba,Março,01/01/2016,63
2017,Paraiba,Março,01/01/2017,43
1998,Paraiba,Abril,01/01/1998,0
1999,Paraiba,Abril,01/01/1999,39
2000,Paraiba,Abril,01/01/2000,51
2001,Paraiba,Abril,01/01/2001,43
2002,Paraiba,Abril,01/01/2002,84
2003,Paraiba,Abril,01/01/2003,130
2004,Paraiba,Abril,01/01/2004,68
2005,Paraiba,Abril,01/01/2005,22
2006,Paraiba,Abril,01/01/2006,49
2007,Paraiba,Abril,01/01/2007,14
2008,Paraiba,Abril,01/01/2008,62
2009,Paraiba,Abril,01/01/2009,80
2010,Paraiba,Abril,01/01/2010,71
2011,Paraiba,Abril,01/01/2011,38
2012,Paraiba,Abril,01/01/2012,38
2013,Paraiba,Abril,01/01/2013,72
2014,Paraiba,Abril,01/01/2014,38
2015,Paraiba,Abril,01/01/2015,83
2016,Paraiba,Abril,01/01/2016,167
2017,Paraiba,Abril,01/01/2017,77
1998,Paraiba,Maio,01/01/1998,0
1999,Paraiba,Maio,01/01/1999,57
2000,Paraiba,Maio,01/01/2000,43
2001,Paraiba,Maio,01/01/2001,26
2002,Paraiba,Maio,01/01/2002,65
2003,Paraiba,Maio,01/01/2003,115
2004,Paraiba,Maio,01/01/2004,9
2005,Paraiba,Maio,01/01/2005,125
2006,Paraiba,Maio,01/01/2006,90
2007,Paraiba,Maio,01/01/2007,14
2008,Paraiba,Maio,01/01/2008,41
2009,Paraiba,Maio,01/01/2009,117
2010,Paraiba,Maio,01/01/2010,39
2011,Paraiba,Maio,01/01/2011,97
2012,Paraiba,Maio,01/01/2012,86
2013,Paraiba,Maio,01/01/2013,85
2014,Paraiba,Maio,01/01/2014,109
2015,Paraiba,Maio,01/01/2015,77
2016,Paraiba,Maio,01/01/2016,72
2017,Paraiba,Maio,01/01/2017,49
1998,Paraiba,Junho,01/01/1998,36
1999,Paraiba,Junho,01/01/1999,31
2000,Paraiba,Junho,01/01/2000,53
2001,Paraiba,Junho,01/01/2001,43
2002,Paraiba,Junho,01/01/2002,115
2003,Paraiba,Junho,01/01/2003,159
2004,Paraiba,Junho,01/01/2004,147
2005,Paraiba,Junho,01/01/2005,114
2006,Paraiba,Junho,01/01/2006,62
2007,Paraiba,Junho,01/01/2007,57
2008,Paraiba,Junho,01/01/2008,17
2009,Paraiba,Junho,01/01/2009,105
2010,Paraiba,Junho,01/01/2010,55
2011,Paraiba,Junho,01/01/2011,162
2012,Paraiba,Junho,01/01/2012,77
2013,Paraiba,Junho,01/01/2013,52
2014,Paraiba,Junho,01/01/2014,112
2015,Paraiba,Junho,01/01/2015,201
2016,Paraiba,Junho,01/01/2016,238
2017,Paraiba,Junho,01/01/2017,169
1998,Paraiba,Julho,01/01/1998,59
1999,Paraiba,Julho,01/01/1999,94
2000,Paraiba,Julho,01/01/2000,98
2001,Paraiba,Julho,01/01/2001,122
2002,Paraiba,Julho,01/01/2002,172
2003,Paraiba,Julho,01/01/2003,101
2004,Paraiba,Julho,01/01/2004,148
2005,Paraiba,Julho,01/01/2005,155
2006,Paraiba,Julho,01/01/2006,139
2007,Paraiba,Julho,01/01/2007,60
2008,Paraiba,Julho,01/01/2008,87
2009,Paraiba,Julho,01/01/2009,34
2010,Paraiba,Julho,01/01/2010,196
2011,Paraiba,Julho,01/01/2011,262
2012,Paraiba,Julho,01/01/2012,111
2013,Paraiba,Julho,01/01/2013,168
2014,Paraiba,Julho,01/01/2014,215
2015,Paraiba,Julho,01/01/2015,137
2016,Paraiba,Julho,01/01/2016,504
2017,Paraiba,Julho,01/01/2017,891
1998,Paraiba,Agosto,01/01/1998,42
1999,Paraiba,Agosto,01/01/1999,938
2000,Paraiba,Agosto,01/01/2000,849
2001,Paraiba,Agosto,01/01/2001,342
2002,Paraiba,Agosto,01/01/2002,1.593
2003,Paraiba,Agosto,01/01/2003,1.896
2004,Paraiba,Agosto,01/01/2004,1.237
2005,Paraiba,Agosto,01/01/2005,800
2006,Paraiba,Agosto,01/01/2006,844
2007,Paraiba,Agosto,01/01/2007,580
2008,Paraiba,Agosto,01/01/2008,205
2009,Paraiba,Agosto,01/01/2009,844
2010,Paraiba,Agosto,01/01/2010,733
2011,Paraiba,Agosto,01/01/2011,435
2012,Paraiba,Agosto,01/01/2012,522
2013,Paraiba,Agosto,01/01/2013,481
2014,Paraiba,Agosto,01/01/2014,646
2015,Paraiba,Agosto,01/01/2015,651
2016,Paraiba,Agosto,01/01/2016,1.01
2017,Paraiba,Agosto,01/01/2017,987
1998,Paraiba,Setembro,01/01/1998,61
1999,Paraiba,Setembro,01/01/1999,878
2000,Paraiba,Setembro,01/01/2000,381
2001,Paraiba,Setembro,01/01/2001,258
2002,Paraiba,Setembro,01/01/2002,1.071
2003,Paraiba,Setembro,01/01/2003,2.446
2004,Paraiba,Setembro,01/01/2004,1.36
2005,Paraiba,Setembro,01/01/2005,386
2006,Paraiba,Setembro,01/01/2006,866
2007,Paraiba,Setembro,01/01/2007,960
2008,Paraiba,Setembro,01/01/2008,413
2009,Paraiba,Setembro,01/01/2009,149
2010,Paraiba,Setembro,01/01/2010,270
2011,Paraiba,Setembro,01/01/2011,913
2012,Paraiba,Setembro,01/01/2012,459
2013,Paraiba,Setembro,01/01/2013,476
2014,Paraiba,Setembro,01/01/2014,443
2015,Paraiba,Setembro,01/01/2015,599
2016,Paraiba,Setembro,01/01/2016,1.371
2017,Paraiba,Setembro,01/01/2017,1.706
1998,Paraiba,Outubro,01/01/1998,61
1999,Paraiba,Outubro,01/01/1999,452
2000,Paraiba,Outubro,01/01/2000,658
2001,Paraiba,Outubro,01/01/2001,209
2002,Paraiba,Outubro,01/01/2002,399
2003,Paraiba,Outubro,01/01/2003,1.228
2004,Paraiba,Outubro,01/01/2004,666
2005,Paraiba,Outubro,01/01/2005,157
2006,Paraiba,Outubro,01/01/2006,327
2007,Paraiba,Outubro,01/01/2007,194
2008,Paraiba,Outubro,01/01/2008,78
2009,Paraiba,Outubro,01/01/2009,424
2010,Paraiba,Outubro,01/01/2010,230
2011,Paraiba,Outubro,01/01/2011,256
2012,Paraiba,Outubro,01/01/2012,145
2013,Paraiba,Outubro,01/01/2013,233
